Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([56]), u'n_hidden_layers': array([7]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '0709', 'training cost=', '0.658350672')
('Epoch:', '0709', 'test cost=', '0.647549272')
('Epoch:', '0710', 'training cost=', '0.655286687')
('Epoch:', '0710', 'test cost=', '0.669381201')
('Epoch:', '0711', 'training cost=', '0.656306377')
('Epoch:', '0711', 'test cost=', '0.662260115')
('Epoch:', '0712', 'training cost=', '0.653280215')
('Epoch:', '0712', 'test cost=', '0.666552186')
('Epoch:', '0713', 'training cost=', '0.655852509')
('Epoch:', '0713', 'test cost=', '0.643225908')
('Epoch:', '0714', 'training cost=', '0.658349983')
('Epoch:', '0714', 'test cost=', '0.659544349')
('Epoch:', '0715', 'training cost=', '0.658920323')
('Epoch:', '0715', 'test cost=', '0.646333277')
('Epoch:', '0716', 'training cost=', '0.658754265')
('Epoch:', '0716', 'test cost=', '0.658745527')
('Epoch:', '0717', 'training cost=', '0.654751463')
('Epoch:', '0717', 'test cost=', '0.659568250')
('Epoch:', '0718', 'training cost=', '0.654940809')
('Epoch:', '0718', 'test cost=', '0.644765258')
('Epoch:', '0719', 'training cost=', '0.657854643')
('Epoch:', '0719', 'test cost=', '0.678326786')
('Epoch:', '0720', 'training cost=', '0.657023020')
('Epoch:', '0720', 'test cost=', '0.654128015')
('Epoch:', '0721', 'training cost=', '0.657468924')
('Epoch:', '0721', 'test cost=', '0.652057588')
('Epoch:', '0722', 'training cost=', '0.656412515')
('Epoch:', '0722', 'test cost=', '0.640879631')
('Epoch:', '0723', 'training cost=', '0.658133729')
('Epoch:', '0723', 'test cost=', '0.642894149')
('Epoch:', '0724', 'training cost=', '0.657390677')
('Epoch:', '0724', 'test cost=', '0.653131962')
('Epoch:', '0725', 'training cost=', '0.654469601')
('Epoch:', '0725', 'test cost=', '0.654303312')
('Epoch:', '0726', 'training cost=', '0.655164525')
('Epoch:', '0726', 'test cost=', '0.640814722')
('Epoch:', '0727', 'training cost=', '0.656123031')
('Epoch:', '0727', 'test cost=', '0.663258851')
('Epoch:', '0728', 'training cost=', '0.659486903')
('Epoch:', '0728', 'test cost=', '0.664203703')
('Epoch:', '0729', 'training cost=', '0.654847996')
('Epoch:', '0729', 'test cost=', '0.680948317')
('Epoch:', '0730', 'training cost=', '0.653570206')
('Epoch:', '0730', 'test cost=', '0.640777946')
('Epoch:', '0731', 'training cost=', '0.660009319')
('Epoch:', '0731', 'test cost=', '0.659264088')
('Epoch:', '0732', 'training cost=', '0.655203077')
('Epoch:', '0732', 'test cost=', '0.653205991')
('Epoch:', '0733', 'training cost=', '0.657791595')
('Epoch:', '0733', 'test cost=', '0.641671121')
('Epoch:', '0734', 'training cost=', '0.653377834')
('Epoch:', '0734', 'test cost=', '0.682108760')
('Epoch:', '0735', 'training cost=', '0.657571596')
('Epoch:', '0735', 'test cost=', '0.641128540')
('Epoch:', '0736', 'training cost=', '0.656603903')
('Epoch:', '0736', 'test cost=', '0.700008810')
('Epoch:', '0737', 'training cost=', '0.660021234')
('Epoch:', '0737', 'test cost=', '0.693594277')
('Epoch:', '0738', 'training cost=', '0.655981041')
('Epoch:', '0738', 'test cost=', '0.661054969')
('Epoch:', '0739', 'training cost=', '0.657897093')
('Epoch:', '0739', 'test cost=', '0.643943191')
('Epoch:', '0740', 'training cost=', '0.654733279')
('Epoch:', '0740', 'test cost=', '0.641446710')
('Epoch:', '0741', 'training cost=', '0.656971583')
('Epoch:', '0741', 'test cost=', '0.686552405')
('Epoch:', '0742', 'training cost=', '0.661079426')
('Epoch:', '0742', 'test cost=', '0.648747444')
('Epoch:', '0743', 'training cost=', '0.657189292')
('Epoch:', '0743', 'test cost=', '0.652980208')
('Epoch:', '0744', 'training cost=', '0.658416972')
('Epoch:', '0744', 'test cost=', '0.645169616')
('Epoch:', '0745', 'training cost=', '0.656400619')
('Epoch:', '0745', 'test cost=', '0.656254470')
('Epoch:', '0746', 'training cost=', '0.657098700')
('Epoch:', '0746', 'test cost=', '0.668498933')
('Epoch:', '0747', 'training cost=', '0.656651441')
('Epoch:', '0747', 'test cost=', '0.654890120')
('Epoch:', '0748', 'training cost=', '0.655950993')
('Epoch:', '0748', 'test cost=', '0.661340654')
('Epoch:', '0749', 'training cost=', '0.656221768')
('Epoch:', '0749', 'test cost=', '0.640865445')
('Epoch:', '0750', 'training cost=', '0.654562004')
('Epoch:', '0750', 'test cost=', '0.642839968')
('Epoch:', '0751', 'training cost=', '0.656412229')
('Epoch:', '0751', 'test cost=', '0.644759655')
('Epoch:', '0752', 'training cost=', '0.655408371')
('Epoch:', '0752', 'test cost=', '0.646252275')
('Epoch:', '0753', 'training cost=', '0.655907737')
('Epoch:', '0753', 'test cost=', '0.648806393')
('Epoch:', '0754', 'training cost=', '0.654616575')
('Epoch:', '0754', 'test cost=', '0.645002007')
('Epoch:', '0755', 'training cost=', '0.654640036')
('Epoch:', '0755', 'test cost=', '0.645388007')
('Epoch:', '0756', 'training cost=', '0.657742614')
('Epoch:', '0756', 'test cost=', '0.646303296')
('Epoch:', '0757', 'training cost=', '0.658595271')
('Epoch:', '0757', 'test cost=', '0.650474906')
('Epoch:', '0758', 'training cost=', '0.656505856')
('Epoch:', '0758', 'test cost=', '0.670170248')
('Epoch:', '0759', 'training cost=', '0.657449940')
('Epoch:', '0759', 'test cost=', '0.664235294')
('Epoch:', '0760', 'training cost=', '0.655249256')
('Epoch:', '0760', 'test cost=', '0.674096704')
('Epoch:', '0761', 'training cost=', '0.656166206')
('Epoch:', '0761', 'test cost=', '0.641069353')
('Epoch:', '0762', 'training cost=', '0.654647059')
('Epoch:', '0762', 'test cost=', '0.691384971')
('Epoch:', '0763', 'training cost=', '0.655203302')
('Epoch:', '0763', 'test cost=', '0.646260738')
('Epoch:', '0764', 'training cost=', '0.657907088')
('Epoch:', '0764', 'test cost=', '0.662513793')
('Epoch:', '0765', 'training cost=', '0.656213892')
('Epoch:', '0765', 'test cost=', '0.641278803')
('Epoch:', '0766', 'training cost=', '0.659684183')
('Epoch:', '0766', 'test cost=', '0.641576588')
('Epoch:', '0767', 'training cost=', '0.652940135')
('Epoch:', '0767', 'test cost=', '0.647939920')
('Epoch:', '0768', 'training cost=', '0.657521312')
('Epoch:', '0768', 'test cost=', '0.643374503')
('Epoch:', '0769', 'training cost=', '0.655780375')
('Epoch:', '0769', 'test cost=', '0.640908897')
('Epoch:', '0770', 'training cost=', '0.656130573')
('Epoch:', '0770', 'test cost=', '0.643071890')
('Epoch:', '0771', 'training cost=', '0.655862531')
('Epoch:', '0771', 'test cost=', '0.659861267')
('Epoch:', '0772', 'training cost=', '0.655229983')
('Epoch:', '0772', 'test cost=', '0.654994845')
('Epoch:', '0773', 'training cost=', '0.655810439')
('Epoch:', '0773', 'test cost=', '0.647346079')
('Epoch:', '0774', 'training cost=', '0.653238382')
('Epoch:', '0774', 'test cost=', '0.672603011')
('Epoch:', '0775', 'training cost=', '0.655533595')
('Epoch:', '0775', 'test cost=', '0.725920975')
('Epoch:', '0776', 'training cost=', '0.657761224')
('Epoch:', '0776', 'test cost=', '0.641037583')
('Epoch:', '0777', 'training cost=', '0.655539999')
('Epoch:', '0777', 'test cost=', '0.648608446')
('Epoch:', '0778', 'training cost=', '0.653207906')
('Epoch:', '0778', 'test cost=', '0.648081124')
('Epoch:', '0779', 'training cost=', '0.653538064')
('Epoch:', '0779', 'test cost=', '0.649064779')
('Epoch:', '0780', 'training cost=', '0.657639926')
('Epoch:', '0780', 'test cost=', '0.641558468')
('Epoch:', '0781', 'training cost=', '0.656263498')
('Epoch:', '0781', 'test cost=', '0.665219128')
('Epoch:', '0782', 'training cost=', '0.656681563')
('Epoch:', '0782', 'test cost=', '0.667896867')
('Epoch:', '0783', 'training cost=', '0.654416843')
('Epoch:', '0783', 'test cost=', '0.653538048')
('Epoch:', '0784', 'training cost=', '0.656152470')
('Epoch:', '0784', 'test cost=', '0.640828907')
('Epoch:', '0785', 'training cost=', '0.657236851')
('Epoch:', '0785', 'test cost=', '0.644737899')
('Epoch:', '0786', 'training cost=', '0.655583779')
('Epoch:', '0786', 'test cost=', '0.642981768')
('Epoch:', '0787', 'training cost=', '0.656380134')
('Epoch:', '0787', 'test cost=', '0.651355863')
('Epoch:', '0788', 'training cost=', '0.660119442')
('Epoch:', '0788', 'test cost=', '0.640787721')
('Epoch:', '0789', 'training cost=', '0.660204357')
('Epoch:', '0789', 'test cost=', '0.644730985')
('Epoch:', '0790', 'training cost=', '0.652416022')
('Epoch:', '0790', 'test cost=', '0.640974879')
('Epoch:', '0791', 'training cost=', '0.657066332')
('Epoch:', '0791', 'test cost=', '0.642663002')
('Epoch:', '0792', 'training cost=', '0.658404522')
('Epoch:', '0792', 'test cost=', '0.680685639')
('Epoch:', '0793', 'training cost=', '0.655999564')
('Epoch:', '0793', 'test cost=', '0.640948951')
('Epoch:', '0794', 'training cost=', '0.656114419')
('Epoch:', '0794', 'test cost=', '0.643215179')
('Epoch:', '0795', 'training cost=', '0.654050621')
('Epoch:', '0795', 'test cost=', '0.698463619')
('Epoch:', '0796', 'training cost=', '0.655497515')
('Epoch:', '0796', 'test cost=', '0.656867027')
('Epoch:', '0797', 'training cost=', '0.658169281')
('Epoch:', '0797', 'test cost=', '0.656660080')
('Epoch:', '0798', 'training cost=', '0.654119212')
('Epoch:', '0798', 'test cost=', '0.642846465')
('Epoch:', '0799', 'training cost=', '0.657730836')
('Epoch:', '0799', 'test cost=', '0.641920090')
('Epoch:', '0800', 'training cost=', '0.657594246')
('Epoch:', '0800', 'test cost=', '0.670072258')
('Epoch:', '0801', 'training cost=', '0.653042993')
('Epoch:', '0801', 'test cost=', '0.648172319')
('Epoch:', '0802', 'training cost=', '0.657257140')
('Epoch:', '0802', 'test cost=', '0.644556761')
('Epoch:', '0803', 'training cost=', '0.654965734')
('Epoch:', '0803', 'test cost=', '0.640870810')
('Epoch:', '0804', 'training cost=', '0.654771773')
('Epoch:', '0804', 'test cost=', '0.664696753')
('Epoch:', '0805', 'training cost=', '0.656706336')
('Epoch:', '0805', 'test cost=', '0.699434757')
('Epoch:', '0806', 'training cost=', '0.653861132')
('Epoch:', '0806', 'test cost=', '0.682710707')
('Epoch:', '0807', 'training cost=', '0.656775571')
('Epoch:', '0807', 'test cost=', '0.644201875')
('Epoch:', '0808', 'training cost=', '0.657331507')
('Epoch:', '0808', 'test cost=', '0.643946946')
('Epoch:', '0809', 'training cost=', '0.655975406')
('Epoch:', '0809', 'test cost=', '0.641361594')
('Epoch:', '0810', 'training cost=', '0.653165082')
('Epoch:', '0810', 'test cost=', '0.646711886')
('Epoch:', '0811', 'training cost=', '4.614200999')
('Epoch:', '0811', 'test cost=', '0.640878737')
('Epoch:', '0812', 'training cost=', '0.657797085')
('Epoch:', '0812', 'test cost=', '0.651775956')
('Epoch:', '0813', 'training cost=', '0.657359231')
('Epoch:', '0813', 'test cost=', '0.643422663')
('Epoch:', '0814', 'training cost=', '0.654853082')
('Epoch:', '0814', 'test cost=', '0.641751528')
('Epoch:', '0815', 'training cost=', '0.656702013')
('Epoch:', '0815', 'test cost=', '0.647609234')
('Epoch:', '0816', 'training cost=', '0.655965103')
('Epoch:', '0816', 'test cost=', '0.641399860')
('Epoch:', '0817', 'training cost=', '0.653652243')
('Epoch:', '0817', 'test cost=', '0.651460767')
('Epoch:', '0818', 'training cost=', '0.657527966')
('Epoch:', '0818', 'test cost=', '0.642056286')
('Epoch:', '0819', 'training cost=', '0.655877730')
('Epoch:', '0819', 'test cost=', '0.725282192')
('Epoch:', '0820', 'training cost=', '0.655855735')
('Epoch:', '0820', 'test cost=', '0.648990750')
('Epoch:', '0821', 'training cost=', '0.658664779')
('Epoch:', '0821', 'test cost=', '0.641098022')
('Epoch:', '0822', 'training cost=', '0.657724643')
('Epoch:', '0822', 'test cost=', '0.643840730')
('Epoch:', '0823', 'training cost=', '0.655328384')
('Epoch:', '0823', 'test cost=', '0.640863478')
('Epoch:', '0824', 'training cost=', '0.655904604')
('Epoch:', '0824', 'test cost=', '0.690980494')
('Epoch:', '0825', 'training cost=', '0.657910320')
('Epoch:', '0825', 'test cost=', '0.646934867')
('Epoch:', '0826', 'training cost=', '0.655762561')
('Epoch:', '0826', 'test cost=', '0.655567169')
('Epoch:', '0827', 'training cost=', '0.655834206')
('Epoch:', '0827', 'test cost=', '0.645716965')
('Epoch:', '0828', 'training cost=', '0.659063793')
('Epoch:', '0828', 'test cost=', '0.668998063')
('Epoch:', '0829', 'training cost=', '0.659668917')
('Epoch:', '0829', 'test cost=', '0.645421684')
('Epoch:', '0830', 'training cost=', '0.658087791')
('Epoch:', '0830', 'test cost=', '0.654632509')
('Epoch:', '0831', 'training cost=', '0.657423169')
('Epoch:', '0831', 'test cost=', '0.644734740')
('Epoch:', '0832', 'training cost=', '0.655168062')
('Epoch:', '0832', 'test cost=', '0.641894996')
('Epoch:', '0833', 'training cost=', '0.657457821')
('Epoch:', '0833', 'test cost=', '0.643430591')
('Epoch:', '0834', 'training cost=', '0.655321647')
('Epoch:', '0834', 'test cost=', '0.659991503')
('Epoch:', '0835', 'training cost=', '0.658813335')
('Epoch:', '0835', 'test cost=', '0.644324243')
('Epoch:', '0836', 'training cost=', '0.654073121')
('Epoch:', '0836', 'test cost=', '0.651868820')
('Epoch:', '0837', 'training cost=', '0.658107019')
('Epoch:', '0837', 'test cost=', '0.657357693')
('Epoch:', '0838', 'training cost=', '0.660931096')
('Epoch:', '0838', 'test cost=', '0.676816225')
('Epoch:', '0839', 'training cost=', '0.657253674')
('Epoch:', '0839', 'test cost=', '0.640803218')
('Epoch:', '0840', 'training cost=', '0.653643678')
('Epoch:', '0840', 'test cost=', '0.646738768')
('Epoch:', '0841', 'training cost=', '0.659406456')
('Epoch:', '0841', 'test cost=', '0.643502653')
('Epoch:', '0842', 'training cost=', '0.655690074')
('Epoch:', '0842', 'test cost=', '0.640904069')
('Epoch:', '0843', 'training cost=', '0.653439419')
('Epoch:', '0843', 'test cost=', '0.642289877')
('Epoch:', '0844', 'training cost=', '0.652684580')
('Epoch:', '0844', 'test cost=', '0.647281229')
('Epoch:', '0845', 'training cost=', '0.658209547')
('Epoch:', '0845', 'test cost=', '0.646071017')
('Epoch:', '0846', 'training cost=', '0.656294629')
('Epoch:', '0846', 'test cost=', '0.643817782')
('Epoch:', '0847', 'training cost=', '0.654841450')
('Epoch:', '0847', 'test cost=', '0.685946345')
('Epoch:', '0848', 'training cost=', '0.658593397')
('Epoch:', '0848', 'test cost=', '0.664023697')
('Epoch:', '0849', 'training cost=', '0.660609075')
('Epoch:', '0849', 'test cost=', '0.641806960')
('Epoch:', '0850', 'training cost=', '0.654493757')
('Epoch:', '0850', 'test cost=', '0.654736936')
('Epoch:', '0851', 'training cost=', '0.653750074')
('Epoch:', '0851', 'test cost=', '0.642939925')
('Epoch:', '0852', 'training cost=', '0.659846542')
('Epoch:', '0852', 'test cost=', '0.645782113')
('Epoch:', '0853', 'training cost=', '0.657101294')
('Epoch:', '0853', 'test cost=', '0.644104302')
('Epoch:', '0854', 'training cost=', '0.660191590')
('Epoch:', '0854', 'test cost=', '0.692682981')
('Epoch:', '0855', 'training cost=', '0.656782447')
('Epoch:', '0855', 'test cost=', '0.644643843')
('Epoch:', '0856', 'training cost=', '0.656885446')
('Epoch:', '0856', 'test cost=', '0.640844047')
('Epoch:', '0857', 'training cost=', '0.657261749')
('Epoch:', '0857', 'test cost=', '0.661457121')
('Epoch:', '0858', 'training cost=', '0.656175881')
('Epoch:', '0858', 'test cost=', '0.653286994')
('Epoch:', '0859', 'training cost=', '0.655398744')
('Epoch:', '0859', 'test cost=', '0.646087706')
('Epoch:', '0860', 'training cost=', '0.657659945')
('Epoch:', '0860', 'test cost=', '0.641393483')
('Epoch:', '0861', 'training cost=', '0.656012189')
('Epoch:', '0861', 'test cost=', '0.646364093')
('Epoch:', '0862', 'training cost=', '0.657356374')
('Epoch:', '0862', 'test cost=', '0.734540403')
('Epoch:', '0863', 'training cost=', '0.658911131')
('Epoch:', '0863', 'test cost=', '0.653169990')
('Epoch:', '0864', 'training cost=', '0.655896598')
('Epoch:', '0864', 'test cost=', '0.668761373')
('Epoch:', '0865', 'training cost=', '0.656305378')
('Epoch:', '0865', 'test cost=', '0.685127556')
('Epoch:', '0866', 'training cost=', '0.656659272')
('Epoch:', '0866', 'test cost=', '0.654062033')
('Epoch:', '0867', 'training cost=', '0.653901785')
('Epoch:', '0867', 'test cost=', '0.641619623')
('Epoch:', '0868', 'training cost=', '0.654062231')
('Epoch:', '0868', 'test cost=', '0.641980350')
('Epoch:', '0869', 'training cost=', '0.656663397')
('Epoch:', '0869', 'test cost=', '0.681369662')
('Epoch:', '0870', 'training cost=', '0.658705758')
('Epoch:', '0870', 'test cost=', '0.658073366')
('Epoch:', '0871', 'training cost=', '0.658102275')
('Epoch:', '0871', 'test cost=', '0.654411197')
('Epoch:', '0872', 'training cost=', '0.657817647')
('Epoch:', '0872', 'test cost=', '0.654337883')
('Epoch:', '0873', 'training cost=', '0.652172758')
('Epoch:', '0873', 'test cost=', '0.648869693')
('Epoch:', '0874', 'training cost=', '0.655737842')
('Epoch:', '0874', 'test cost=', '0.641048431')
('Epoch:', '0875', 'training cost=', '0.655772667')
('Epoch:', '0875', 'test cost=', '0.644539773')
('Epoch:', '0876', 'training cost=', '0.655835220')
('Epoch:', '0876', 'test cost=', '0.644031167')
('Epoch:', '0877', 'training cost=', '0.656223375')
('Epoch:', '0877', 'test cost=', '0.640782654')
('Epoch:', '0878', 'training cost=', '0.656987264')
('Epoch:', '0878', 'test cost=', '0.662972152')
('Epoch:', '0879', 'training cost=', '0.659164465')
('Epoch:', '0879', 'test cost=', '0.641043723')
('Epoch:', '0880', 'training cost=', '0.656676235')
('Epoch:', '0880', 'test cost=', '0.646372378')
('Epoch:', '0881', 'training cost=', '0.657006139')
('Epoch:', '0881', 'test cost=', '0.643456995')
('Epoch:', '0882', 'training cost=', '0.654646328')
('Epoch:', '0882', 'test cost=', '0.640813649')
('Epoch:', '0883', 'training cost=', '0.658248374')
('Epoch:', '0883', 'test cost=', '0.660588205')
('Epoch:', '0884', 'training cost=', '0.654818997')
('Epoch:', '0884', 'test cost=', '0.654046953')
('Epoch:', '0885', 'training cost=', '0.655580193')
('Epoch:', '0885', 'test cost=', '0.672608256')
('Epoch:', '0886', 'training cost=', '0.653697104')
('Epoch:', '0886', 'test cost=', '0.664490342')
('Epoch:', '0887', 'training cost=', '0.657247204')
('Epoch:', '0887', 'test cost=', '0.655283988')
('Epoch:', '0888', 'training cost=', '0.655246709')
('Epoch:', '0888', 'test cost=', '0.640843928')
('Epoch:', '0889', 'training cost=', '0.656198883')
('Epoch:', '0889', 'test cost=', '0.707110465')
('Epoch:', '0890', 'training cost=', '0.656658184')
('Epoch:', '0890', 'test cost=', '0.649381578')
('Epoch:', '0891', 'training cost=', '0.655424898')
('Epoch:', '0891', 'test cost=', '0.657356679')
('Epoch:', '0892', 'training cost=', '0.654694342')
('Epoch:', '0892', 'test cost=', '0.649601579')
('Epoch:', '0893', 'training cost=', '0.660275233')
('Epoch:', '0893', 'test cost=', '0.643583894')
('Epoch:', '0894', 'training cost=', '0.657550260')
('Epoch:', '0894', 'test cost=', '0.673441112')
('Epoch:', '0895', 'training cost=', '0.656649598')
('Epoch:', '0895', 'test cost=', '0.657190502')
('Epoch:', '0896', 'training cost=', '0.658865679')
('Epoch:', '0896', 'test cost=', '0.642583311')
('Epoch:', '0897', 'training cost=', '0.653340398')
('Epoch:', '0897', 'test cost=', '0.649355948')
('Epoch:', '0898', 'training cost=', '0.654677465')
('Epoch:', '0898', 'test cost=', '0.666488647')
('Epoch:', '0899', 'training cost=', '0.655340376')
('Epoch:', '0899', 'test cost=', '0.656861246')
('Epoch:', '0900', 'training cost=', '0.659289114')
('Epoch:', '0900', 'test cost=', '0.640882611')
('Epoch:', '0901', 'training cost=', '0.657796682')
('Epoch:', '0901', 'test cost=', '0.645726264')
