Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([366]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 0.0001]), u'beta': array([ 100.])}
('Epoch:', '0768', 'training cost=', '0.643092457')
('Epoch:', '0768', 'test cost=', '0.640802383')
('Epoch:', '0769', 'training cost=', '0.643362950')
('Epoch:', '0769', 'test cost=', '0.640802801')
('Epoch:', '0770', 'training cost=', '0.643655960')
('Epoch:', '0770', 'test cost=', '0.640847623')
('Epoch:', '0771', 'training cost=', '0.640719585')
('Epoch:', '0771', 'test cost=', '0.640828669')
('Epoch:', '0772', 'training cost=', '0.644261996')
('Epoch:', '0772', 'test cost=', '0.640826881')
('Epoch:', '0773', 'training cost=', '0.641344864')
('Epoch:', '0773', 'test cost=', '0.640796959')
('Epoch:', '0774', 'training cost=', '0.639995334')
('Epoch:', '0774', 'test cost=', '0.640775859')
('Epoch:', '0775', 'training cost=', '0.642011620')
('Epoch:', '0775', 'test cost=', '0.640807927')
('Epoch:', '0776', 'training cost=', '0.641688187')
('Epoch:', '0776', 'test cost=', '0.640791118')
('Epoch:', '0777', 'training cost=', '0.642157563')
('Epoch:', '0777', 'test cost=', '0.640785336')
('Epoch:', '0778', 'training cost=', '0.642738010')
('Epoch:', '0778', 'test cost=', '0.640775025')
('Epoch:', '0779', 'training cost=', '0.643171881')
('Epoch:', '0779', 'test cost=', '0.640805781')
('Epoch:', '0780', 'training cost=', '0.641575694')
('Epoch:', '0780', 'test cost=', '0.640812576')
('Epoch:', '0781', 'training cost=', '0.641714142')
('Epoch:', '0781', 'test cost=', '0.640813887')
('Epoch:', '0782', 'training cost=', '0.641411149')
('Epoch:', '0782', 'test cost=', '0.640812755')
('Epoch:', '0783', 'training cost=', '0.643284691')
('Epoch:', '0783', 'test cost=', '0.640834689')
('Epoch:', '0784', 'training cost=', '0.644236619')
('Epoch:', '0784', 'test cost=', '0.640859902')
('Epoch:', '0785', 'training cost=', '0.643168101')
('Epoch:', '0785', 'test cost=', '0.640844345')
('Epoch:', '0786', 'training cost=', '0.642359717')
('Epoch:', '0786', 'test cost=', '0.640806675')
('Epoch:', '0787', 'training cost=', '0.641514124')
('Epoch:', '0787', 'test cost=', '0.640795529')
('Epoch:', '0788', 'training cost=', '0.640332957')
('Epoch:', '0788', 'test cost=', '0.640828490')
('Epoch:', '0789', 'training cost=', '0.643175990')
('Epoch:', '0789', 'test cost=', '0.640802503')
('Epoch:', '0790', 'training cost=', '0.641754401')
('Epoch:', '0790', 'test cost=', '0.640815437')
('Epoch:', '0791', 'training cost=', '0.643767553')
('Epoch:', '0791', 'test cost=', '0.640820503')
('Epoch:', '0792', 'training cost=', '0.642019770')
('Epoch:', '0792', 'test cost=', '0.640792966')
('Epoch:', '0793', 'training cost=', '0.642558269')
('Epoch:', '0793', 'test cost=', '0.640818536')
('Epoch:', '0794', 'training cost=', '0.642599123')
('Epoch:', '0794', 'test cost=', '0.640821755')
('Epoch:', '0795', 'training cost=', '0.642558071')
('Epoch:', '0795', 'test cost=', '0.640849590')
('Epoch:', '0796', 'training cost=', '0.642593981')
('Epoch:', '0796', 'test cost=', '0.640804470')
('Epoch:', '0797', 'training cost=', '0.641380956')
('Epoch:', '0797', 'test cost=', '0.640779078')
('Epoch:', '0798', 'training cost=', '0.640330643')
('Epoch:', '0798', 'test cost=', '0.640816629')
('Epoch:', '0799', 'training cost=', '0.641868270')
('Epoch:', '0799', 'test cost=', '0.640800178')
('Epoch:', '0800', 'training cost=', '0.641388983')
('Epoch:', '0800', 'test cost=', '0.640831709')
('Epoch:', '0801', 'training cost=', '0.641523955')
('Epoch:', '0801', 'test cost=', '0.640790343')
('Epoch:', '0802', 'training cost=', '0.641882415')
('Epoch:', '0802', 'test cost=', '0.640828788')
('Epoch:', '0803', 'training cost=', '0.641952396')
('Epoch:', '0803', 'test cost=', '0.640832841')
('Epoch:', '0804', 'training cost=', '0.643770100')
('Epoch:', '0804', 'test cost=', '0.640805781')
('Epoch:', '0805', 'training cost=', '0.644098310')
('Epoch:', '0805', 'test cost=', '0.640827894')
('Epoch:', '0806', 'training cost=', '0.641793145')
('Epoch:', '0806', 'test cost=', '0.640818000')
('Epoch:', '0807', 'training cost=', '0.640441761')
('Epoch:', '0807', 'test cost=', '0.640808105')
('Epoch:', '0808', 'training cost=', '0.643512685')
('Epoch:', '0808', 'test cost=', '0.640831172')
('Epoch:', '0809', 'training cost=', '0.643257889')
('Epoch:', '0809', 'test cost=', '0.640833616')
('Epoch:', '0810', 'training cost=', '0.641783143')
('Epoch:', '0810', 'test cost=', '0.640830278')
('Epoch:', '0811', 'training cost=', '0.642273808')
('Epoch:', '0811', 'test cost=', '0.640812933')
('Epoch:', '0812', 'training cost=', '0.642729714')
('Epoch:', '0812', 'test cost=', '0.640845537')
('Epoch:', '0813', 'training cost=', '0.641229881')
('Epoch:', '0813', 'test cost=', '0.640826046')
('Epoch:', '0814', 'training cost=', '0.641682469')
('Epoch:', '0814', 'test cost=', '0.640780568')
('Epoch:', '0815', 'training cost=', '0.641290861')
('Epoch:', '0815', 'test cost=', '0.640796363')
('Epoch:', '0816', 'training cost=', '0.642193111')
('Epoch:', '0816', 'test cost=', '0.640794158')
('Epoch:', '0817', 'training cost=', '0.641974918')
('Epoch:', '0817', 'test cost=', '0.640803635')
('Epoch:', '0818', 'training cost=', '0.642616957')
('Epoch:', '0818', 'test cost=', '0.640788198')
('Epoch:', '0819', 'training cost=', '0.641811205')
('Epoch:', '0819', 'test cost=', '0.640769899')
('Epoch:', '0820', 'training cost=', '0.643275996')
('Epoch:', '0820', 'test cost=', '0.640826941')
('Epoch:', '0821', 'training cost=', '0.641948889')
('Epoch:', '0821', 'test cost=', '0.640837729')
('Epoch:', '0822', 'training cost=', '0.642933491')
('Epoch:', '0822', 'test cost=', '0.640837431')
('Epoch:', '0823', 'training cost=', '0.641465177')
('Epoch:', '0823', 'test cost=', '0.640844405')
('Epoch:', '0824', 'training cost=', '0.643477240')
('Epoch:', '0824', 'test cost=', '0.640847147')
('Epoch:', '0825', 'training cost=', '0.640939736')
('Epoch:', '0825', 'test cost=', '0.640797436')
('Epoch:', '0826', 'training cost=', '0.641804677')
('Epoch:', '0826', 'test cost=', '0.640824497')
('Epoch:', '0827', 'training cost=', '0.640299374')
('Epoch:', '0827', 'test cost=', '0.640763938')
('Epoch:', '0828', 'training cost=', '0.642126530')
('Epoch:', '0828', 'test cost=', '0.640804410')
('Epoch:', '0829', 'training cost=', '0.642285660')
('Epoch:', '0829', 'test cost=', '0.640834987')
('Epoch:', '0830', 'training cost=', '0.642086209')
('Epoch:', '0830', 'test cost=', '0.640820086')
('Epoch:', '0831', 'training cost=', '0.643446286')
('Epoch:', '0831', 'test cost=', '0.640797198')
('Epoch:', '0832', 'training cost=', '0.644027465')
('Epoch:', '0832', 'test cost=', '0.640850782')
('Epoch:', '0833', 'training cost=', '0.642044107')
('Epoch:', '0833', 'test cost=', '0.640811622')
('Epoch:', '0834', 'training cost=', '0.643706158')
('Epoch:', '0834', 'test cost=', '0.640806258')
('Epoch:', '0835', 'training cost=', '0.643230838')
('Epoch:', '0835', 'test cost=', '0.640840352')
('Epoch:', '0836', 'training cost=', '0.642126176')
('Epoch:', '0836', 'test cost=', '0.640818775')
('Epoch:', '0837', 'training cost=', '0.643287477')
('Epoch:', '0837', 'test cost=', '0.640854955')
('Epoch:', '0838', 'training cost=', '0.643249923')
('Epoch:', '0838', 'test cost=', '0.640851080')
('Epoch:', '0839', 'training cost=', '0.640911021')
('Epoch:', '0839', 'test cost=', '0.640835404')
('Epoch:', '0840', 'training cost=', '0.642634176')
('Epoch:', '0840', 'test cost=', '0.640828252')
('Epoch:', '0841', 'training cost=', '0.642896462')
('Epoch:', '0841', 'test cost=', '0.640816092')
('Epoch:', '0842', 'training cost=', '0.644274868')
('Epoch:', '0842', 'test cost=', '0.640825868')
('Epoch:', '0843', 'training cost=', '0.641564021')
('Epoch:', '0843', 'test cost=', '0.640810788')
('Epoch:', '0844', 'training cost=', '0.642265848')
('Epoch:', '0844', 'test cost=', '0.640793264')
('Epoch:', '0845', 'training cost=', '0.642961103')
('Epoch:', '0845', 'test cost=', '0.640818715')
('Epoch:', '0846', 'training cost=', '0.642546625')
('Epoch:', '0846', 'test cost=', '0.640852034')
('Epoch:', '0847', 'training cost=', '0.641234512')
('Epoch:', '0847', 'test cost=', '0.640835643')
('Epoch:', '0848', 'training cost=', '0.640861353')
('Epoch:', '0848', 'test cost=', '0.640815437')
('Epoch:', '0849', 'training cost=', '0.642288761')
('Epoch:', '0849', 'test cost=', '0.640795112')
('Epoch:', '0850', 'training cost=', '0.641076342')
('Epoch:', '0850', 'test cost=', '0.640826702')
('Epoch:', '0851', 'training cost=', '0.641017648')
('Epoch:', '0851', 'test cost=', '0.640810728')
('Epoch:', '0852', 'training cost=', '0.641009167')
('Epoch:', '0852', 'test cost=', '0.640799046')
('Epoch:', '0853', 'training cost=', '0.641762711')
('Epoch:', '0853', 'test cost=', '0.640807629')
('Epoch:', '0854', 'training cost=', '0.642098798')
('Epoch:', '0854', 'test cost=', '0.640821278')
('Epoch:', '0855', 'training cost=', '0.640557630')
('Epoch:', '0855', 'test cost=', '0.640796900')
('Epoch:', '0856', 'training cost=', '0.642476989')
('Epoch:', '0856', 'test cost=', '0.640775681')
('Epoch:', '0857', 'training cost=', '0.642854144')
('Epoch:', '0857', 'test cost=', '0.640828311')
('Epoch:', '0858', 'training cost=', '0.642873577')
('Epoch:', '0858', 'test cost=', '0.640814483')
('Epoch:', '0859', 'training cost=', '0.642637776')
('Epoch:', '0859', 'test cost=', '0.640823066')
('Epoch:', '0860', 'training cost=', '0.644162649')
('Epoch:', '0860', 'test cost=', '0.640825987')
('Epoch:', '0861', 'training cost=', '0.642148383')
('Epoch:', '0861', 'test cost=', '0.640836835')
('Epoch:', '0862', 'training cost=', '0.643136998')
('Epoch:', '0862', 'test cost=', '0.640833378')
('Epoch:', '0863', 'training cost=', '0.642927371')
('Epoch:', '0863', 'test cost=', '0.640830100')
('Epoch:', '0864', 'training cost=', '0.644274014')
('Epoch:', '0864', 'test cost=', '0.640840650')
('Epoch:', '0865', 'training cost=', '0.642914292')
('Epoch:', '0865', 'test cost=', '0.640805244')
('Epoch:', '0866', 'training cost=', '0.641776155')
('Epoch:', '0866', 'test cost=', '0.640813649')
('Epoch:', '0867', 'training cost=', '0.642818022')
('Epoch:', '0867', 'test cost=', '0.640798271')
('Epoch:', '0868', 'training cost=', '0.642065109')
('Epoch:', '0868', 'test cost=', '0.640830457')
('Epoch:', '0869', 'training cost=', '0.642889546')
('Epoch:', '0869', 'test cost=', '0.640834451')
('Epoch:', '0870', 'training cost=', '0.642611026')
('Epoch:', '0870', 'test cost=', '0.640840709')
('Epoch:', '0871', 'training cost=', '0.640989733')
('Epoch:', '0871', 'test cost=', '0.640778601')
('Epoch:', '0872', 'training cost=', '0.642094309')
('Epoch:', '0872', 'test cost=', '0.640803933')
('Epoch:', '0873', 'training cost=', '0.641764149')
('Epoch:', '0873', 'test cost=', '0.640796602')
('Epoch:', '0874', 'training cost=', '0.641964251')
('Epoch:', '0874', 'test cost=', '0.640803874')
('Epoch:', '0875', 'training cost=', '0.642754461')
('Epoch:', '0875', 'test cost=', '0.640826404')
('Epoch:', '0876', 'training cost=', '0.641783440')
('Epoch:', '0876', 'test cost=', '0.640845120')
('Epoch:', '0877', 'training cost=', '0.641876155')
('Epoch:', '0877', 'test cost=', '0.640814185')
('Epoch:', '0878', 'training cost=', '0.640804737')
('Epoch:', '0878', 'test cost=', '0.640796483')
('Epoch:', '0879', 'training cost=', '0.641229755')
('Epoch:', '0879', 'test cost=', '0.640782833')
('Epoch:', '0880', 'training cost=', '0.644028046')
('Epoch:', '0880', 'test cost=', '0.640835345')
('Epoch:', '0881', 'training cost=', '0.641463643')
('Epoch:', '0881', 'test cost=', '0.640807629')
('Epoch:', '0882', 'training cost=', '0.641913318')
('Epoch:', '0882', 'test cost=', '0.640804172')
('Epoch:', '0883', 'training cost=', '0.642070929')
('Epoch:', '0883', 'test cost=', '0.640805244')
('Epoch:', '0884', 'training cost=', '0.642021301')
('Epoch:', '0884', 'test cost=', '0.640797853')
('Epoch:', '0885', 'training cost=', '0.640944740')
('Epoch:', '0885', 'test cost=', '0.640801787')
('Epoch:', '0886', 'training cost=', '0.643272175')
('Epoch:', '0886', 'test cost=', '0.640822768')
('Epoch:', '0887', 'training cost=', '0.641000750')
('Epoch:', '0887', 'test cost=', '0.640808403')
('Epoch:', '0888', 'training cost=', '0.642009592')
('Epoch:', '0888', 'test cost=', '0.640783608')
('Epoch:', '0889', 'training cost=', '0.641854482')
('Epoch:', '0889', 'test cost=', '0.640843868')
('Epoch:', '0890', 'training cost=', '0.641299297')
('Epoch:', '0890', 'test cost=', '0.640824497')
('Epoch:', '0891', 'training cost=', '0.641881886')
('Epoch:', '0891', 'test cost=', '0.640829384')
('Epoch:', '0892', 'training cost=', '0.640915728')
('Epoch:', '0892', 'test cost=', '0.640799940')
('Epoch:', '0893', 'training cost=', '0.639475946')
('Epoch:', '0893', 'test cost=', '0.640828252')
('Epoch:', '0894', 'training cost=', '0.642268394')
('Epoch:', '0894', 'test cost=', '0.640806437')
('Epoch:', '0895', 'training cost=', '0.642522905')
('Epoch:', '0895', 'test cost=', '0.640790224')
('Epoch:', '0896', 'training cost=', '0.642248760')
('Epoch:', '0896', 'test cost=', '0.640786827')
('Epoch:', '0897', 'training cost=', '0.642551263')
('Epoch:', '0897', 'test cost=', '0.640837908')
('Epoch:', '0898', 'training cost=', '0.642744332')
('Epoch:', '0898', 'test cost=', '0.640826583')
('Epoch:', '0899', 'training cost=', '0.641891042')
('Epoch:', '0899', 'test cost=', '0.640823185')
('Epoch:', '0900', 'training cost=', '0.641370982')
('Epoch:', '0900', 'test cost=', '0.640804172')
('Epoch:', '0901', 'training cost=', '0.641120083')
('Epoch:', '0901', 'test cost=', '0.640772700')
('Epoch:', '0902', 'training cost=', '0.641393846')
('Epoch:', '0902', 'test cost=', '0.640798986')
('Epoch:', '0903', 'training cost=', '0.641412411')
('Epoch:', '0903', 'test cost=', '0.640800953')
('Epoch:', '0904', 'training cost=', '0.642948279')
('Epoch:', '0904', 'test cost=', '0.640800893')
('Epoch:', '0905', 'training cost=', '0.643214219')
('Epoch:', '0905', 'test cost=', '0.640841424')
('Epoch:', '0906', 'training cost=', '0.641320860')
('Epoch:', '0906', 'test cost=', '0.640769899')
('Epoch:', '0907', 'training cost=', '0.640262714')
('Epoch:', '0907', 'test cost=', '0.640797436')
('Epoch:', '0908', 'training cost=', '0.642562311')
('Epoch:', '0908', 'test cost=', '0.640808761')
('Epoch:', '0909', 'training cost=', '0.643130084')
('Epoch:', '0909', 'test cost=', '0.640833914')
('Epoch:', '0910', 'training cost=', '0.642861641')
('Epoch:', '0910', 'test cost=', '0.640812814')
('Epoch:', '0911', 'training cost=', '0.641460548')
('Epoch:', '0911', 'test cost=', '0.640828013')
('Epoch:', '0912', 'training cost=', '0.642325139')
('Epoch:', '0912', 'test cost=', '0.640832543')
('Epoch:', '0913', 'training cost=', '0.642905540')
('Epoch:', '0913', 'test cost=', '0.640847147')
('Epoch:', '0914', 'training cost=', '0.641816175')
('Epoch:', '0914', 'test cost=', '0.640837491')
('Epoch:', '0915', 'training cost=', '0.641948263')
('Epoch:', '0915', 'test cost=', '0.640802622')
('Epoch:', '0916', 'training cost=', '0.641586763')
('Epoch:', '0916', 'test cost=', '0.640793502')
('Epoch:', '0917', 'training cost=', '0.643312451')
('Epoch:', '0917', 'test cost=', '0.640821993')
('Epoch:', '0918', 'training cost=', '0.642205792')
('Epoch:', '0918', 'test cost=', '0.640851915')
('Epoch:', '0919', 'training cost=', '0.641169906')
('Epoch:', '0919', 'test cost=', '0.640804410')
('Epoch:', '0920', 'training cost=', '0.642309172')
('Epoch:', '0920', 'test cost=', '0.640782893')
('Epoch:', '0921', 'training cost=', '0.640204084')
('Epoch:', '0921', 'test cost=', '0.640791476')
('Epoch:', '0922', 'training cost=', '0.640887076')
('Epoch:', '0922', 'test cost=', '0.640787363')
('Epoch:', '0923', 'training cost=', '0.642599550')
('Epoch:', '0923', 'test cost=', '0.640796781')
('Epoch:', '0924', 'training cost=', '0.643109748')
('Epoch:', '0924', 'test cost=', '0.640808225')
('Epoch:', '0925', 'training cost=', '0.642769572')
('Epoch:', '0925', 'test cost=', '0.640848994')
('Epoch:', '0926', 'training cost=', '0.643073987')
('Epoch:', '0926', 'test cost=', '0.640843868')
('Epoch:', '0927', 'training cost=', '0.642313079')
('Epoch:', '0927', 'test cost=', '0.640829563')
('Epoch:', '0928', 'training cost=', '0.640306746')
('Epoch:', '0928', 'test cost=', '0.640810668')
('Epoch:', '0929', 'training cost=', '0.643194754')
('Epoch:', '0929', 'test cost=', '0.640818119')
('Epoch:', '0930', 'training cost=', '0.641828228')
('Epoch:', '0930', 'test cost=', '0.640823424')
('Epoch:', '0931', 'training cost=', '0.643271051')
('Epoch:', '0931', 'test cost=', '0.640809536')
('Epoch:', '0932', 'training cost=', '0.644069923')
('Epoch:', '0932', 'test cost=', '0.640859663')
('Epoch:', '0933', 'training cost=', '0.642817307')
('Epoch:', '0933', 'test cost=', '0.640833676')
('Epoch:', '0934', 'training cost=', '0.644539870')
('Epoch:', '0934', 'test cost=', '0.640856028')
('Epoch:', '0935', 'training cost=', '0.642893293')
('Epoch:', '0935', 'test cost=', '0.640829563')
('Epoch:', '0936', 'training cost=', '0.642195892')
('Epoch:', '0936', 'test cost=', '0.640830934')
('Epoch:', '0937', 'training cost=', '0.642237958')
('Epoch:', '0937', 'test cost=', '0.640825510')
('Epoch:', '0938', 'training cost=', '0.642457257')
('Epoch:', '0938', 'test cost=', '0.640831828')
('Epoch:', '0939', 'training cost=', '0.642835207')
('Epoch:', '0939', 'test cost=', '0.640802383')
('Epoch:', '0940', 'training cost=', '0.641181189')
('Epoch:', '0940', 'test cost=', '0.640786886')
('Epoch:', '0941', 'training cost=', '0.642395172')
('Epoch:', '0941', 'test cost=', '0.640790284')
('Epoch:', '0942', 'training cost=', '0.642816914')
('Epoch:', '0942', 'test cost=', '0.640793264')
('Epoch:', '0943', 'training cost=', '0.641542882')
('Epoch:', '0943', 'test cost=', '0.640836239')
('Epoch:', '0944', 'training cost=', '0.643601675')
('Epoch:', '0944', 'test cost=', '0.640809298')
('Epoch:', '0945', 'training cost=', '0.641805110')
('Epoch:', '0945', 'test cost=', '0.640829563')
('Epoch:', '0946', 'training cost=', '0.642448990')
('Epoch:', '0946', 'test cost=', '0.640793920')
('Epoch:', '0947', 'training cost=', '0.643583578')
('Epoch:', '0947', 'test cost=', '0.640859067')
('Epoch:', '0948', 'training cost=', '0.643335111')
('Epoch:', '0948', 'test cost=', '0.640844643')
('Epoch:', '0949', 'training cost=', '0.641000542')
('Epoch:', '0949', 'test cost=', '0.640810013')
('Epoch:', '0950', 'training cost=', '0.644334404')
('Epoch:', '0950', 'test cost=', '0.640832126')
('Epoch:', '0951', 'training cost=', '0.643506943')
('Epoch:', '0951', 'test cost=', '0.640829027')
('Epoch:', '0952', 'training cost=', '0.641597712')
('Epoch:', '0952', 'test cost=', '0.640833795')
('Epoch:', '0953', 'training cost=', '0.643126293')
('Epoch:', '0953', 'test cost=', '0.640818834')
('Epoch:', '0954', 'training cost=', '0.641530654')
('Epoch:', '0954', 'test cost=', '0.640837729')
('Epoch:', '0955', 'training cost=', '0.641086115')
('Epoch:', '0955', 'test cost=', '0.640822113')
('Epoch:', '0956', 'training cost=', '0.642963838')
('Epoch:', '0956', 'test cost=', '0.640836954')
('Epoch:', '0957', 'training cost=', '0.642397669')
('Epoch:', '0957', 'test cost=', '0.640803516')
('Epoch:', '0958', 'training cost=', '0.640947548')
('Epoch:', '0958', 'test cost=', '0.640805423')
('Epoch:', '0959', 'training cost=', '0.641923353')
('Epoch:', '0959', 'test cost=', '0.640792847')
('Epoch:', '0960', 'training cost=', '0.642113326')
('Epoch:', '0960', 'test cost=', '0.640828013')
